,Neighborhood_Latitude,Neighborhood_Longitude,indian_Venue,indian_Venue_Latitude,indian_Venue_Longitude,Distance,Venue_Category,neigh_lat_lon
665,28.6440412,77.19048947,Karim's,28.64456911,77.19138783,105,Indian Restaurant,28.6440411998188-77.19048947238332
666,28.6440412,77.19048947,Crossroad Restaurant,28.64486102,77.18990617,107,Indian Restaurant,28.6440411998188-77.19048947238332
667,28.6440412,77.19048947,Angan,28.64803171,77.19285064,500,Indian Restaurant,28.6440411998188-77.19048947238332
668,28.6440412,77.19048947,Shudh,28.64544949,77.19045481,156,Indian Restaurant,28.6440411998188-77.19048947238332
669,28.6440412,77.19048947,Saravana Bhavan,28.64664932,77.18775546,394,Indian Restaurant,28.6440411998188-77.19048947238332
670,28.6440412,77.19048947,R1 Lounge,28.6452139,77.1855855,496,Indian Restaurant,28.6440411998188-77.19048947238332
671,28.6440412,77.19048947,Metro Heights,28.64619493,77.19339328,371,Hotel,28.6440411998188-77.19048947238332
672,28.64394183,77.19662421,Southern Hotel New Delhi,28.64626115,77.19517891,294,Hotel,28.643941829536377-77.19662420641936
673,28.64394183,77.19662421,Metro Heights,28.64619493,77.19339328,403,Hotel,28.643941829536377-77.19662420641936
674,28.64384218,77.20275891,New Gupta Restaurant,28.642936,77.203106,106,Indian Restaurant,28.64384218179527-77.20275890937
675,28.64384218,77.20275891,New Gupta dhaba,28.646063,77.203224,251,Indian Restaurant,28.64384218179527-77.20275890937
676,28.64374226,77.20889358,Malahotra Restaurant,28.64105184,77.2103332,330,Indian Restaurant,28.64374225660064-77.20889358114876
677,28.64374226,77.20889358,Café Festa,28.64101654,77.21030161,333,Indian Restaurant,28.64374225660064-77.20889358114876
678,28.64374226,77.20889358,Metropolis Restaurant,28.64075251,77.21054094,369,Indian Restaurant,28.64374225660064-77.20889358114876
679,28.64364205,77.21502822,Tadka,28.64050112,77.21320775,392,Indian Restaurant,28.643642053957716-77.21502822166904
680,28.64364205,77.21502822,The exotic roof top Restaurant,28.64103917,77.21363413,320,Indian Restaurant,28.643642053957716-77.21502822166904
681,28.64364205,77.21502822,The Indian Grill Restaurant,28.64614083,77.21513344,278,Restaurant,28.643642053957716-77.21502822166904
682,28.64364205,77.21502822,Kwality Hotel,28.64574136,77.21537485,236,Indian Restaurant,28.643642053957716-77.21502822166904
683,28.64364205,77.21502822,Al-Sameer Restaurant,28.64580428,77.21470676,242,Indian Restaurant,28.643642053957716-77.21502822166904
684,28.64364205,77.21502822,Club India,28.64094364,77.21361675,330,Indian Restaurant,28.643642053957716-77.21502822166904
685,28.64364205,77.21502822,Café Nirvana,28.64133352,77.21468332,259,Café,28.643642053957716-77.21502822166904
686,28.64364205,77.21502822,Everest Rooftop,28.64114724,77.21344355,317,Café,28.643642053957716-77.21502822166904
687,28.64364205,77.21502822,Krishna rooftop cafe,28.64107986,77.21366067,314,Indian Chinese Restaurant,28.643642053957716-77.21502822166904
688,28.64354157,77.22116283,The Host,28.64527898,77.21911383,278,Indian Restaurant,28.64354157387166-77.22116283084432
689,28.64354157,77.22116283,Chache Da Hotel,28.64268082,77.21841208,285,Indian Restaurant,28.64354157387166-77.22116283084432
690,28.64354157,77.22116283,Flavours,28.64577,77.21708,469,Indian Chinese Restaurant,28.64354157387166-77.22116283084432
691,28.64344082,77.22729741,Kamal Restaurant,28.64333212,77.22495787,228,Indian Restaurant,28.64344081634772-77.22729740858806
692,28.64344082,77.22729741,Rakesh Gupta,28.64682452,77.22910634,416,Indian Restaurant,28.64344081634772-77.22729740858806
693,28.64344082,77.22729741,parantha point,28.64699944,77.22559783,429,Indian Restaurant,28.64344081634772-77.22729740858806
694,28.64344082,77.22729741,Noor biryani,28.64398842,77.23201411,464,Indian Restaurant,28.64344081634772-77.22729740858806
695,28.64333978,77.23343195,Bhaja Govindam,28.641258,77.23601078,342,Indian Restaurant,28.64333978139113-77.2334319548137
696,28.64333978,77.23343195,Pehelwaan Biryani wale,28.6465794,77.23440539,372,Indian Restaurant,28.64333978139113-77.2334319548137
697,28.64333978,77.23343195,shaberaati nahari,28.64679918,77.23459624,401,Indian Restaurant,28.64333978139113-77.2334319548137
698,28.64333978,77.23343195,Babu Bhai Kebab Wale,28.647114,77.233961,423,Indian Restaurant,28.64333978139113-77.2334319548137
699,28.64323847,77.23956647,Changezi Chicken,28.64375143,77.24048582,106,Indian Restaurant,28.643238469007137-77.2395664694347
700,28.64323847,77.23956647,Moti Mahal,28.64652253,77.24014483,369,Indian Restaurant,28.643238469007137-77.2395664694347
701,28.64323847,77.23956647,Bhaja Govindam,28.641258,77.23601078,411,Indian Restaurant,28.643238469007137-77.2395664694347
702,28.64323847,77.23956647,Chor Bizzaré,28.64105272,77.23899696,249,Indian Restaurant,28.643238469007137-77.2395664694347
703,28.64323847,77.23956647,Chor Bazaar,28.64095752,77.23795068,298,Indian Restaurant,28.643238469007137-77.2395664694347
704,28.64313688,77.24570095,MGM Towers,28.64648684,77.2429541,459,North Indian Restaurant,28.643136879200995-77.24570095236459
705,28.64293287,77.25796982,Sardarji Malai Chaap Wale,28.64298271,77.26196897,390,Indian Restaurant,28.64293286734344-77.25796982280477
706,28.64283045,77.26410421,Sardarji Malai Chaap Wale,28.64298271,77.26196897,209,Indian Restaurant,28.642830445302614-77.26410421014201
707,28.64252151,77.28250718,The Tandoori Village,28.63820182,77.28279874,481,Indian Restaurant,28.642521514795888-77.28250717958416
708,28.64877763,77.18751938,Suruchi Restaurant,28.64716846,77.18869324,212,Indian Restaurant,28.64877762627009-77.18751938467894
709,28.64877763,77.18751938,Punjab Sweet Corner,28.64658698,77.18942718,306,Indian Restaurant,28.64877762627009-77.18751938467894
710,28.64877763,77.18751938,Saravana Bhavan,28.64664932,77.18775546,238,Indian Restaurant,28.64877762627009-77.18751938467894
711,28.64877763,77.18751938,R1 Lounge,28.6452139,77.1855855,439,Indian Restaurant,28.64877762627009-77.18751938467894
712,28.64877763,77.18751938,Crossroad Restaurant,28.64486102,77.18990617,494,Indian Restaurant,28.64877762627009-77.18751938467894
713,28.64877763,77.18751938,Shudh,28.64544949,77.19045481,468,Indian Restaurant,28.64877762627009-77.18751938467894
714,28.64867838,77.19365441,Punjab Sweet Corner,28.64658698,77.18942718,474,Indian Restaurant,28.648678375515114-77.19365440655045
715,28.64867838,77.19365441,Angan,28.64803171,77.19285064,106,Indian Restaurant,28.648678375515114-77.19365440655045
716,28.64867838,77.19365441,Roshan Di Kulfi | रोशन दी क़ुल्फ़ी,28.65042791,77.19239084,230,Snack Place,28.648678375515114-77.19365440655045
717,28.64867838,77.19365441,PIND BALLUCHI,28.65115283,77.19776746,487,Indian Restaurant,28.648678375515114-77.19365440655045
718,28.64867838,77.19365441,Shudh,28.64544949,77.19045481,476,Indian Restaurant,28.648678375515114-77.19365440655045
719,28.64867838,77.19365441,Metro Heights,28.64619493,77.19339328,277,Hotel,28.648678375515114-77.19365440655045
720,28.64857885,77.1997894,Oberoi's,28.64951764,77.19997976,106,Indian Restaurant,28.64857884724522-77.199789397374
721,28.64857885,77.1997894,PIND BALLUCHI,28.65115283,77.19776746,348,Indian Restaurant,28.64857884724522-77.199789397374
722,28.64857885,77.1997894,New Gupta dhaba,28.646063,77.203224,437,Indian Restaurant,28.64857884724522-77.199789397374
723,28.64857885,77.1997894,Adyar Ananda Bhavan,28.64648227,77.19564496,467,Indian Restaurant,28.64857884724522-77.199789397374
724,28.64847904,77.20592436,New Gupta dhaba,28.646063,77.203224,376,Indian Restaurant,28.64847904146556-77.20592435706305
725,28.64847904,77.20592436,Dilli Sweet,28.64630615,77.20889029,377,Indian Sweet Shop,28.64847904146556-77.20592435706305
726,28.64837896,77.21205929,The Indian Grill Restaurant,28.64614083,77.21513344,390,Restaurant,28.64837895818133-77.21205928553104
727,28.64837896,77.21205929,Darbar,28.64548401,77.21224209,322,Indian Restaurant,28.64837895818133-77.21205928553104
728,28.64837896,77.21205929,Al-Sameer Restaurant,28.64580428,77.21470676,386,Indian Restaurant,28.64837895818133-77.21205928553104
729,28.64837896,77.21205929,Kwality Hotel,28.64574136,77.21537485,437,Indian Restaurant,28.64837895818133-77.21205928553104
730,28.6482786,77.21819418,The Indian Grill Restaurant,28.64614083,77.21513344,382,Restaurant,28.64827859739771-77.21819418269138
731,28.6482786,77.21819418,Gurdev Punjabi Restaurant,28.645714,77.216597,325,Indian Restaurant,28.64827859739771-77.21819418269138
732,28.6482786,77.21819418,The Host,28.64527898,77.21911383,345,Indian Restaurant,28.64827859739771-77.21819418269138
733,28.6482786,77.21819418,karims,28.64552177,77.21639101,353,Indian Restaurant,28.64827859739771-77.21819418269138
734,28.6482786,77.21819418,Kwality Hotel,28.64574136,77.21537485,394,Indian Restaurant,28.64827859739771-77.21819418269138
735,28.6482786,77.21819418,Al-Sameer Restaurant,28.64580428,77.21470676,438,Indian Restaurant,28.64827859739771-77.21819418269138
736,28.6482786,77.21819418,Spoons,28.64582031,77.21453271,450,Indian Restaurant,28.64827859739771-77.21819418269138
737,28.6482786,77.21819418,Flavours,28.64577,77.21708,299,Indian Chinese Restaurant,28.64827859739771-77.21819418269138
738,28.64817796,77.22432905,parantha point,28.64699944,77.22559783,180,Indian Restaurant,28.648177959119952-77.22432904845752
739,28.64817796,77.22432905,parantha point,28.64934596,77.22654093,252,Indian Restaurant,28.648177959119952-77.22432904845752
740,28.64817796,77.22432905,Bhagirath Doodh Bhandar,28.64858627,77.22714233,278,Indian Restaurant,28.648177959119952-77.22432904845752
741,28.64817796,77.22432905,Old Kheer Shop,28.65052095,77.2257101,293,Indian Restaurant,28.648177959119952-77.22432904845752
742,28.64817796,77.22432905,Rakesh Gupta,28.64682452,77.22910634,490,Indian Restaurant,28.648177959119952-77.22432904845752
743,28.64817796,77.22432905,Moinuddin Qureshi Beef Kebab,28.65252105,77.22337478,492,Indian Restaurant,28.648177959119952-77.22432904845752
744,28.64817796,77.22432905,Shakahari,28.64935047,77.22671495,267,North Indian Restaurant,28.648177959119952-77.22432904845752
745,28.64817796,77.22432905,Standard Sweets (Lyallpur Wale),28.64956061,77.22726509,325,Indian Sweet Shop,28.648177959119952-77.22432904845752
746,28.64807704,77.23046388,Karim's | करीम | کریم (Karim's),28.64949759,77.23369085,352,Indian Restaurant,28.64807704335325-77.23046388274292
747,28.64807704,77.23046388,Aslam Chicken Corner,28.64828333,77.2336476,311,Indian Restaurant,28.64807704335325-77.23046388274292
748,28.64807704,77.23046388,Al Jawahar | अल जवाहर | امام جواہر,28.64960885,77.23355531,346,Indian Restaurant,28.64807704335325-77.23046388274292
749,28.64807704,77.23046388,Jain Coffee House,28.650457,77.229576,278,Indian Restaurant,28.64807704335325-77.23046388274292
750,28.64807704,77.23046388,Chicken Plaza,28.64888,77.233676,326,Indian Restaurant,28.64807704335325-77.23046388274292
751,28.64807704,77.23046388,Kashmiri Restaurant,28.649925,77.233383,351,Indian Restaurant,28.64807704335325-77.23046388274292
752,28.64807704,77.23046388,Babu Bhai Kebab Wale,28.647114,77.233961,358,Indian Restaurant,28.64807704335325-77.23046388274292
753,28.64807704,77.23046388,Pehelwaan Biryani wale,28.6465794,77.23440539,419,Indian Restaurant,28.64807704335325-77.23046388274292
754,28.64807704,77.23046388,shaberaati nahari,28.64679918,77.23459624,428,Indian Restaurant,28.64807704335325-77.23046388274292
755,28.64807704,77.23046388,Lotan Ji,28.651275,77.231106,361,North Indian Restaurant,28.64807704335325-77.23046388274292
756,28.64807704,77.23046388,Rehmatullah Hotel,28.64903971,77.23354656,319,Mughlai Restaurant,28.64807704335325-77.23046388274292
757,28.64807704,77.23046388,Standard Sweets (Lyallpur Wale),28.64956061,77.22726509,353,Indian Sweet Shop,28.64807704335325-77.23046388274292
758,28.64797585,77.23659869,Karim's | करीम | کریم (Karim's),28.64949759,77.23369085,330,Indian Restaurant,28.647975850102885-77.236598685461
759,28.64797585,77.23659869,Moti Mahal,28.64652253,77.24014483,382,Indian Restaurant,28.647975850102885-77.236598685461
760,28.64797585,77.23659869,Aslam Chicken Corner,28.64828333,77.2336476,290,Indian Restaurant,28.647975850102885-77.236598685461
761,28.64797585,77.23659869,Al Jawahar | अल जवाहर | امام جواہر,28.64960885,77.23355531,348,Indian Restaurant,28.647975850102885-77.236598685461
762,28.64787438,77.24273346,Moti Mahal,28.64652253,77.24014483,294,Indian Restaurant,28.647874379374084-77.24273345652526
763,28.64787438,77.24273346,Tunda kabaabi,28.647873,77.2399,276,Indian Restaurant,28.647874379374084-77.24273345652526
764,28.64787438,77.24273346,MGM Towers,28.64648684,77.2429541,155,North Indian Restaurant,28.647874379374084-77.24273345652526
765,28.65341487,77.19068435,Om Baturawale,28.6540709,77.19029925,82,Indian Restaurant,28.65341486779759-77.19068434985074
766,28.65341487,77.19068435,Roshan Di Kulfi | रोशन दी क़ुल्फ़ी,28.65042791,77.19239084,371,Snack Place,28.65341486779759-77.19068434985074
767,28.65341487,77.19068435,Om corner,28.65409021,77.18995671,103,Indian Restaurant,28.65341486779759-77.19068434985074
768,28.65341487,77.19068435,Khurana restaurant,28.6498308,77.19084394,399,Indian Restaurant,28.65341486779759-77.19068434985074
769,28.65341487,77.19068435,Florence Hotel,28.6522,77.191703,167,Hotel,28.65341486779759-77.19068434985074
770,28.65331546,77.19681963,Changhezi,28.6553455,77.200465,421,Indian Restaurant,28.653315459052177-77.19681962859634
771,28.65331546,77.19681963,PIND BALLUCHI,28.65115283,77.19776746,257,Indian Restaurant,28.653315459052177-77.19681962859634
772,28.65331546,77.19681963,Oberoi Biryani,28.65001846,77.19424679,444,Indian Restaurant,28.653315459052177-77.19681962859634
773,28.65321577,77.20295488,Changhezi,28.6553455,77.200465,339,Indian Restaurant,28.65321577274076-77.20295487624486
774,28.65321577,77.20295488,Prem dhaba,28.65503065,77.20064231,303,Asian Restaurant,28.65321577274076-77.20295487624486
775,28.65311581,77.20909009,Ashok & Ashok Meat Dhaba,28.65617797,77.21057462,370,Dhaba,28.65311580886851-77.2090900927097
776,28.65291505,77.22136043,ram prasad makhan lal,28.65732574,77.22084808,493,Indian Restaurant,28.652915048462308-77.22136043174206
777,28.65281425,77.22749555,Parawthe Wale,28.65603319,77.23050002,463,Indian Restaurant,28.652814251938786-77.22749555413642
778,28.65281425,77.22749555,Babu Ram Paranthe Wale,28.65582013,77.23044813,441,Indian Restaurant,28.652814251938786-77.22749555413642
779,28.65281425,77.22749555,Parathe Wali Gali | पराँठे वाली गली,28.65609953,77.23047852,467,Indian Restaurant,28.652814251938786-77.22749555413642
780,28.65281425,77.22749555,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.65610898,77.2304648,467,Indian Restaurant,28.652814251938786-77.22749555413642
781,28.65281425,77.22749555,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.65602719,77.23043754,458,Indian Restaurant,28.652814251938786-77.22749555413642
782,28.65281425,77.22749555,Ganga Bhojnayala,28.65619287,77.23044235,473,Indian Restaurant,28.652814251938786-77.22749555413642
783,28.65271318,77.23363065,Karim's | करीम | کریم (Karim's),28.64949759,77.23369085,358,Indian Restaurant,28.65271317787531-77.23363064500082
784,28.65271318,77.23363065,Al Jawahar | अल जवाहर | امام جواہر,28.64960885,77.23355531,345,Indian Restaurant,28.65271317787531-77.23363064500082
785,28.65271318,77.23363065,Aslam Chicken Corner,28.64828333,77.2336476,493,Indian Restaurant,28.65271317787531-77.23363064500082
786,28.65271318,77.23363065,Parawthe Wale,28.65603319,77.23050002,479,Indian Restaurant,28.65271317787531-77.23363064500082
787,28.65271318,77.23363065,Babu Ram Paranthe Wale,28.65582013,77.23044813,465,Indian Restaurant,28.65271317787531-77.23363064500082
788,28.65271318,77.23363065,Parathe Wali Gali | पराँठे वाली गली,28.65609953,77.23047852,486,Indian Restaurant,28.65271317787531-77.23363064500082
789,28.65271318,77.23363065,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.65610898,77.2304648,488,Indian Restaurant,28.65271317787531-77.23363064500082
790,28.65271318,77.23363065,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.65602719,77.23043754,483,Indian Restaurant,28.65271317787531-77.23363064500082
791,28.65271318,77.23363065,Old Famous Jalebi Waala,28.65601158,77.23360443,367,Indian Restaurant,28.65271317787531-77.23363064500082
792,28.65271318,77.23363065,Haldiram's,28.65628894,77.23170543,440,Snack Place,28.65271317787531-77.23363064500082
793,28.65271318,77.23363065,Ganga Bhojnayala,28.65619287,77.23044235,497,Indian Restaurant,28.65271317787531-77.23363064500082
794,28.65261183,77.2397657,Vineet's Restaurant,28.6544416,77.23521931,488,Indian Restaurant,28.652611826277106-77.23976570424868
795,28.65210091,77.27044052,Kebab Thelaz,28.655406,77.268013,437,Indian Restaurant,28.65210090545033-77.27044052321021
796,28.65805202,77.1938496,Punjab Sweets,28.6598379,77.19260153,233,Indian Restaurant,28.658052017177337-77.19384960295044
797,28.65805202,77.1938496,Rama dhaba,28.66043646,77.19230392,305,Indian Restaurant,28.658052017177337-77.19384960295044
798,28.65805202,77.1938496,Apna Dhaba,28.65599103,77.19165816,313,Indian Restaurant,28.658052017177337-77.19384960295044
799,28.65805202,77.1938496,Pishori & super,28.659641,77.189432,466,Indian Restaurant,28.658052017177337-77.19384960295044
800,28.65805202,77.1938496,Hunger Attack,28.655502,77.192276,322,Punjabi Restaurant,28.658052017177337-77.19384960295044
801,28.65795245,77.19998514,Changhezi,28.6553455,77.200465,293,Indian Restaurant,28.657952450387445-77.19998513860757
802,28.65795245,77.19998514,Prem dhaba,28.65503065,77.20064231,331,Asian Restaurant,28.657952450387445-77.19998513860757
803,28.65785261,77.20612064,Kamal Sweets,28.659733,77.209043,353,Indian Restaurant,28.657852605980462-77.20612064311845
804,28.65785261,77.20612064,Ashok & Ashok Meat Dhaba,28.65617797,77.21057462,473,Dhaba,28.657852605980462-77.20612064311845
805,28.65775248,77.21225612,Hotel Tourist Deluxe,28.6580695,77.21451587,223,Indian Restaurant,28.657752483961573-77.21225611639649
806,28.65775248,77.21225612,Kamal Sweets,28.659733,77.209043,383,Indian Restaurant,28.657752483961573-77.21225611639649
807,28.65775248,77.21225612,Mahalxmi Sweets,28.65863595,77.21692996,467,Indian Restaurant,28.657752483961573-77.21225611639649
808,28.65775248,77.21225612,Ashok & Ashok Meat Dhaba,28.65617797,77.21057462,240,Dhaba,28.657752483961573-77.21225611639649
809,28.65765208,77.21839156,Kake Di Hatti | काके दी हट्टी,28.65804958,77.22337706,489,Indian Restaurant,28.657652084336-77.21839155835508
810,28.65765208,77.21839156,ram prasad makhan lal,28.65732574,77.22084808,242,Indian Restaurant,28.657652084336-77.21839155835508
811,28.65765208,77.21839156,Hotel Tourist Deluxe,28.6580695,77.21451587,381,Indian Restaurant,28.657652084336-77.21839155835508
812,28.65755141,77.22452697,Kake Di Hatti | काके दी हट्टी,28.65804958,77.22337706,125,Indian Restaurant,28.657551407108937-77.22452696890764
813,28.65755141,77.22452697,Aanapurna,28.65851082,77.22353758,144,Indian Restaurant,28.657551407108937-77.22452696890764
814,28.65755141,77.22452697,Mahalaxmi mishtan,28.65663907,77.22457613,101,Indian Restaurant,28.657551407108937-77.22452696890764
815,28.65755141,77.22452697,Sandhi Sudha Oil,28.65730294,77.2274065,282,Indian Restaurant,28.657551407108937-77.22452696890764
816,28.65755141,77.22452697,ram prasad makhan lal,28.65732574,77.22084808,360,Indian Restaurant,28.657551407108937-77.22452696890764
817,28.65755141,77.22452697,Comesum,28.6606685,77.22781023,472,Restaurant,28.657551407108937-77.22452696890764
818,28.65745045,77.23066235,Parawthe Wale,28.65603319,77.23050002,158,Indian Restaurant,28.657450452285616-77.23066234796757
819,28.65745045,77.23066235,Babu Ram Paranthe Wale,28.65582013,77.23044813,182,Indian Restaurant,28.657450452285616-77.23066234796757
820,28.65745045,77.23066235,Parathe Wali Gali | पराँठे वाली गली,28.65609953,77.23047852,151,Indian Restaurant,28.657450452285616-77.23066234796757
821,28.65745045,77.23066235,Pt. Kanhaiya Lal Durga Prashad Dixit Parawthe Wala,28.65610898,77.2304648,150,Indian Restaurant,28.657450452285616-77.23066234796757
822,28.65745045,77.23066235,Pt. Gaya Prasad Shiv Charan Paranthewale | पंडित गया प्रसाद शिव चरण परांठे वाले,28.65602719,77.23043754,159,Indian Restaurant,28.657450452285616-77.23066234796757
823,28.65745045,77.23066235,Haldiram's,28.65628894,77.23170543,164,Snack Place,28.657450452285616-77.23066234796757
824,28.65745045,77.23066235,Ganga Bhojnayala,28.65619287,77.23044235,141,Indian Restaurant,28.657450452285616-77.23066234796757
825,28.65745045,77.23066235,Old Famous Jalebi Waala,28.65601158,77.23360443,329,Indian Restaurant,28.657450452285616-77.23066234796757
826,28.65745045,77.23066235,Comesum,28.6606685,77.22781023,453,Restaurant,28.657450452285616-77.23066234796757
827,28.65734922,77.2367977,Old Famous Jalebi Waala,28.65601158,77.23360443,345,Indian Restaurant,28.657349219871307-77.23679769544829
828,28.65734922,77.2367977,Vineet's Restaurant,28.6544416,77.23521931,358,Indian Restaurant,28.657349219871307-77.23679769544829
829,28.65734922,77.2367977,Hazari Lal Jain Khurchan Wale,28.6547966,77.23297119,469,Indian Sweet Shop,28.657349219871307-77.23679769544829
830,28.65694151,77.26133877,Tandoori Night,28.6591786,77.2640517,363,Indian Restaurant,28.65694151440948-77.2613387678475
831,28.65683889,77.26747396,Kebab Thelaz,28.655406,77.268013,167,Indian Restaurant,28.65683889411937-77.26747395613351
832,28.65683889,77.26747396,Tandoori Night,28.6591786,77.2640517,423,Indian Restaurant,28.65683889411937-77.26747395613351
833,28.66248935,77.2092867,Kamal Sweets,28.659733,77.209043,307,Indian Restaurant,28.662489346921795-77.2092866980814
834,28.66248935,77.2092867,Aaoji Khaoji,28.66538811,77.20955841,323,Indian Restaurant,28.662489346921795-77.2092866980814
835,28.66238907,77.21542243,Mahalxmi Sweets,28.65863595,77.21692996,442,Indian Restaurant,28.66238906670223-77.21542242821003
836,28.66238907,77.21542243,Hotel Tourist Deluxe,28.6580695,77.21451587,488,Indian Restaurant,28.66238906670223-77.21542242821003
837,28.66228851,77.22155813,Md. Hussain Fried Chicken,28.65886026,77.22039382,398,Indian Restaurant,28.662288508824908-77.22155812697
838,28.66228851,77.22155813,Aanapurna,28.65851082,77.22353758,462,Indian Restaurant,28.662288508824908-77.22155812697
839,28.66228851,77.22155813,Silver Drink 1950,28.658241,77.223344,483,Indian Restaurant,28.662288508824908-77.22155812697
840,28.66228851,77.22155813,Haldiram | हल्दीराम,28.66191347,77.22079802,85,Multicuisine Indian Restaurant,28.662288508824908-77.22155812697
841,28.66218767,77.22769379,Bittu Tikki Wala,28.66154,77.229294,172,Indian Restaurant,28.662187673295044-77.22769379427471
842,28.66218767,77.22769379,The Chowk (Bar and Indian Kitchen),28.6620081,77.2282366,56,Indian Restaurant,28.662187673295044-77.22769379427471
843,28.66218767,77.22769379,Comesum,28.6606685,77.22781023,169,Restaurant,28.662187673295044-77.22769379427471
844,28.66208656,77.23382943,Bittu Tikki Wala,28.66154,77.229294,447,Indian Restaurant,28.662086560117896-77.23382943003755
845,28.667126,77.21245304,Aaoji Khaoji,28.66538811,77.20955841,342,Indian Restaurant,28.6671259955222-77.21245304122029
846,28.66682385,77.23086091,Hotel Samrat Jhansi,28.66973125,77.23316485,394,Indian Restaurant,28.66682384697808-77.23086090792985
